af	ا	تدذعغفل
af	ب	ثذرزفقل
af	ت	ادعغنو
af	ث	بسصق
af	ج	ح
af	ح	جخم
af	خ	حمن
af	د	اتذل
af	ذ	ابدرل
af	ر	بذزل
af	ز	برسط
af	س	ثزشصضطظ
af	ش	سصضطظ
af	ص	ثسشض
af	ض	سشص
af	ط	زسشظ
af	ظ	سشط
af	ع	اتغن
af	غ	اتعفل
af	ف	ابغقل
af	ق	بثفل
af	ل	ابدذرغفق
af	م	حخنو
af	ن	تخعمو
af	و	تمن
al	a	qswxy
al	b	fghnv
al	c	dfsvx
al	d	cefrsvwx
al	e	dfrsw
al	f	bcdegrtv
al	g	bfhnrtvz
al	h	bgjmntuz
al	i	jklou
al	j	hikmnuz
al	k	ijlmou
al	l	ikopë
al	m	hjkn
al	n	bghjm
al	o	iklpë
al	p	loçë
al	q	asw
al	r	defgt
al	s	acdeqwxy
al	t	fghrz
al	u	hijkz
al	v	bcdfg
al	w	adeqs
al	x	acdsy
al	y	asx
al	z	ghjtu
al	ç	pë
al	ë	lopç
am	ա	եզլմյնոս
am	բ	գեձսվփ
am	գ	բդեյչսվփ
am	դ	գժչջվ
am	ե	աբգզմյչս
am	զ	աելյն
am	է	թծղցօ
am	ը	թկհպտօ
am	թ	էըծհպրօ
am	ժ	դջվ
am	ի	լխկնոտւք
am	լ	ազինք
am	խ	իհշտք
am	ծ	էթղպրցօ
am	կ	ըիհտւ
am	հ	ըթխկշպռտ
am	ձ	բճփֆ
am	ղ	էծց
am	ճ	ձջվփֆ
am	մ	աենոս
am	յ	ագեզչ
am	ն	ազիլմուք
am	շ	խհպռտ
am	ո	աիմնւ
am	չ	գդեյվ
am	պ	ըթծհշռր
am	ջ	դժճվփ
am	ռ	հշպր
am	ս	աբգեմ
am	վ	բգդժճչջփ
am	տ	ըիխկհշւք
am	ր	թծպռց
am	ց	էծղր
am	ւ	իկնոտ
am	փ	բգձճջվֆ
am	ք	իլխնտ
am	օ	էըթծ
am	ֆ	ձճփ
ara	ء	ؤئسشي
ara	ؤ	ءبرسي
ara	ئ	ءسش
ara	ا	ةتعغفلى
ara	ب	ؤثرفقلي
ara	ة	اتنوى
ara	ت	اةعغنهوى
ara	ث	بسصقي
ara	ج	حدطك
ara	ح	جخطكم
ara	خ	حكمنه
ara	د	جط
ara	ر	ؤبلي
ara	ز	ظكمنو
ara	س	ءؤئثشصضي
ara	ش	ءئسصض
ara	ص	ثسشضي
ara	ض	سشص
ara	ط	جحدظك
ara	ظ	زطكم
ara	ع	اتغنه
ara	غ	اتعفل
ara	ف	ابغقل
ara	ق	بثفلي
ara	ك	جحخزطظم
ara	ل	ابرغفقى
ara	م	حخزظكنهو
ara	ن	ةتخزعمهو
ara	ه	تخعمن
ara	و	ةتزمن
ara	ى	اةتل
ara	ي	ءؤبثرسصق
at	a	qswxy
at	b	fghnv
at	c	dfsvx
at	d	cefrsvwx
at	e	dfrsw
at	f	bcdegrtv
at	g	bfhnrtvz
at	h	bgjmntuz
at	i	jklou
at	j	hikmnuz
at	k	ijlmou
at	l	ikopö
at	m	hjkn
at	n	bghjm
at	o	iklpö
at	p	loßäöü
at	q	asw
at	r	defgt
at	s	acdeqwxy
at	t	fghrz
at	u	hijkz
at	v	bcdfg
at	w	adeqs
at	x	acdsy
at	y	asx
at	z	ghjtu
at	ß	pü
at	ä	pöü
at	ö	lopäü
at	ü	pßäö
au	a	qswxz
au	b	fghnv
au	c	dfsvx
au	d	cefrsvwx
au	e	dfrsw
au	f	bcdegrtv
au	g	bfhnrtvy
au	h	bgjmntuy
au	i	jklou
au	j	hikmnuy
au	k	ijlmou
au	l	ikop
au	m	hjkn
au	n	bghjm
au	o	iklp
au	p	lo
au	q	asw
au	r	defgt
au	s	acdeqwxz
au	t	fghry
au	u	hijky
au	v	bcdfg
au	w	adeqs
au	x	acdsz
au	y	ghjtu
au	z	asx
az	a	qsxzü
az	b	fghnv
az	c	dfsvx
az	d	cefrsvxü
az	e	dfrsü
az	f	bcdegrtv
az	g	bfhnrtvy
az	h	bgjmntuy
az	i	jklou
az	j	hikmnuyç
az	k	ijlmouçş
az	l	ikopçış
az	m	hjknç
az	n	bghjm
az	o	iklpı
az	p	loöıə
az	q	asü
az	r	defgt
az	s	acdeqxzü
az	t	fghry
az	u	hijky
az	v	bcdfg
az	x	acdsz
az	y	ghjtu
az	z	asx
az	ç	jklmş
az	ö	pğıə
az	ü	adeqs
az	ğ	öə
az	ı	lopöşə
az	ş	klçı
az	ə	pöğı
ba	a	qswxy
ba	b	fghnv
ba	c	dfsvx
ba	d	cefrsvwx
ba	e	dfrsw
ba	f	bcdegrtv
ba	g	bfhnrtvz
ba	h	bgjmntuz
ba	i	jklou
ba	j	hikmnuz
ba	k	ijlmou
ba	l	ikopč
ba	m	hjkn
ba	n	bghjm
ba	o	iklpč
ba	p	loćčš
ba	q	asw
ba	r	defgt
ba	s	acdeqwxy
ba	t	fghrz
ba	u	hijkz
ba	v	bcdfg
ba	w	adeqs
ba	x	acdsy
ba	y	asx
ba	z	ghjtu
ba	ć	pčđš
ba	č	lopćš
ba	đ	ćš
ba	š	pćčđ
be	a	qszé
be	b	fghnv
be	c	dfsvx
be	d	cefrsvxz
be	e	dfrszé
be	f	bcdegrtv
be	g	bfhnrtvy
be	h	bgjmntuy
be	i	jklouçè
be	j	hikmnuy
be	k	ijlmou
be	l	ikmop
be	m	hjklnopù
be	n	bghjm
be	o	iklmpàç
be	p	lmoàçù
be	q	aswxz
be	r	defgt
be	s	acdeqwxz
be	t	fghry
be	u	hijkyè
be	v	bcdfg
be	w	qsx
be	x	cdqsw
be	y	ghjtuè
be	z	adeqsé
be	à	opç
be	ç	iopà
be	è	iuy
be	é	aez
be	ù	mp
bg	а	еийоуъэя
bg	б	влмч
bg	в	бдзлмнрс
bg	г	жкптфхшщ
bg	д	взмнс
bg	е	аиоуя
bg	ж	гиофхшщэ
bg	з	вдмцч
bg	и	аежош
bg	й	аъьюя
bg	к	гнстщ
bg	л	бвмнр
bg	м	бвдзлцч
bg	н	вдклпрст
bg	о	аежифшъэ
bg	п	гнртх
bg	р	влнпт
bg	с	вдкнт
bg	т	гкнпрсхщ
bg	у	аеья
bg	ф	гжохэ
bg	х	гжптф
bg	ц	змч
bg	ч	бзмц
bg	ш	гжиощ
bg	щ	гжктш
bg	ъ	айоэя
bg	ь	йуюя
bg	э	ажофъ
bg	ю	йья
bg	я	аейуъью
br	a	qswxz
br	b	fghnv
br	c	dfsvx
br	d	cefrsvwx
br	e	dfrsw
br	f	bcdegrtv
br	g	bfhnrtvy
br	h	bgjmntuy
br	i	jklou
br	j	hikmnuy
br	k	ijlmou
br	l	ikopç
br	m	hjkn
br	n	bghjm
br	o	iklpç
br	p	loç
br	q	asw
br	r	defgt
br	s	acdeqwxz
br	t	fghry
br	u	hijky
br	v	bcdfg
br	w	adeqs
